accuracy,architecture,baseline,checkpoint_step,dataset,episode_fingerprint,episodes,eval_episode_seed_offset,f1,model_id,n_query,n_shot,n_way,queries,roc_auc,seed,sources,task,training_seed,order,rung
0.8046875,vision,pretrained,2500,facebook_page_reference,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe,128,0,0.8095238095238095,ordA_r7,4,10,2,1024,0.8875923156738281,0,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020', 'ukr_rus_suspended', 'twibot20']",classification,0,A,7
0.8089192708333334,vision,pretrained,300,covid_political,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,128,0,0.8041374708041374,ordA_r7,12,10,2,3072,0.8762057625125738,0,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020', 'ukr_rus_suspended', 'twibot20']",classification,0,A,7
0.52734375,vision,pretrained,300,ukr_rus_suspended,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,128,0,0.5399239543726235,ordA_r7,1,10,2,256,0.53582763671875,0,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020', 'ukr_rus_suspended', 'twibot20']",classification,0,A,7
0.94140625,vision,pretrained,300,election2020,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,128,0,0.9416342412451362,ordA_r7,1,10,2,256,0.974609375,0,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020', 'ukr_rus_suspended', 'twibot20']",classification,0,A,7
0.5699869791666666,vision,pretrained,300,twibot20,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,128,0,0.5783593999361635,ordA_r7,12,10,2,3072,0.5886957380506727,0,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020', 'ukr_rus_suspended', 'twibot20']",classification,0,A,7
0.7841796875,vision,pretrained,300,facebook_page_reference,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe,128,0,0.7889207258834766,ordA_r7,4,10,2,1024,0.8712501525878906,0,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020', 'ukr_rus_suspended', 'twibot20']",classification,0,A,7
0.7659505208333334,vision,pretrained,900,covid_political,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,128,0,0.7589674824002682,ordA_r7,12,10,2,3072,0.8300495048663785,0,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020', 'ukr_rus_suspended', 'twibot20']",classification,0,A,7
0.51953125,vision,pretrained,900,ukr_rus_suspended,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,128,0,0.5427509293680297,ordA_r7,1,10,2,256,0.5487060546875,0,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020', 'ukr_rus_suspended', 'twibot20']",classification,0,A,7
0.88671875,vision,pretrained,900,election2020,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,128,0,0.8888888888888888,ordA_r7,1,10,2,256,0.950927734375,0,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020', 'ukr_rus_suspended', 'twibot20']",classification,0,A,7
0.5634765625,vision,pretrained,900,twibot20,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,128,0,0.5689488910318226,ordA_r7,12,10,2,3072,0.583942625257704,0,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020', 'ukr_rus_suspended', 'twibot20']",classification,0,A,7
0.7802734375,vision,pretrained,900,facebook_page_reference,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe,128,0,0.784688995215311,ordA_r7,4,10,2,1024,0.8737163543701172,0,"['ukr_rus', 'covid', 'midterm', 'covid_political', 'election2020', 'ukr_rus_suspended', 'twibot20']",classification,0,A,7
0.87109375,vision,pretrained,100,covid_political,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,128,0,0.8632596685082873,ordB_r3,12,10,2,3072,0.9161412031373188,0,"['ukr_rus_suspended', 'election2020', 'ukr_rus']",classification,0,B,3
0.51953125,vision,pretrained,100,ukr_rus_suspended,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,128,0,0.5461254612546126,ordB_r3,1,10,2,256,0.511627197265625,0,"['ukr_rus_suspended', 'election2020', 'ukr_rus']",classification,0,B,3
0.9453125,vision,pretrained,100,election2020,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,128,0,0.9465648854961832,ordB_r3,1,10,2,256,0.977294921875,0,"['ukr_rus_suspended', 'election2020', 'ukr_rus']",classification,0,B,3
0.5514322916666666,vision,pretrained,100,twibot20,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,128,0,0.5525974025974026,ordB_r3,12,10,2,3072,0.5826964908175998,0,"['ukr_rus_suspended', 'election2020', 'ukr_rus']",classification,0,B,3
0.724609375,vision,pretrained,100,facebook_page_reference,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe,128,0,0.7277992277992278,ordB_r3,4,10,2,1024,0.8101768493652344,0,"['ukr_rus_suspended', 'election2020', 'ukr_rus']",classification,0,B,3
0.798828125,vision,pretrained,2500,covid_political,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,128,0,0.7924781732706514,ordB_r3,12,10,2,3072,0.8666955947720415,0,"['ukr_rus_suspended', 'election2020', 'ukr_rus']",classification,0,B,3
0.55859375,vision,pretrained,2500,ukr_rus_suspended,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,128,0,0.5703422053231939,ordB_r3,1,10,2,256,0.5611572265625,0,"['ukr_rus_suspended', 'election2020', 'ukr_rus']",classification,0,B,3
0.87109375,vision,pretrained,2500,election2020,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,128,0,0.8735632183908046,ordB_r3,1,10,2,256,0.92095947265625,0,"['ukr_rus_suspended', 'election2020', 'ukr_rus']",classification,0,B,3
0.560546875,vision,pretrained,2500,twibot20,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,128,0,0.5678617157490397,ordB_r3,12,10,2,3072,0.5815836588541666,0,"['ukr_rus_suspended', 'election2020', 'ukr_rus']",classification,0,B,3
0.78125,vision,pretrained,2500,facebook_page_reference,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe,128,0,0.7850287907869482,ordB_r3,4,10,2,1024,0.8671226501464844,0,"['ukr_rus_suspended', 'election2020', 'ukr_rus']",classification,0,B,3
0.822265625,vision,pretrained,300,covid_political,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,128,0,0.8160377358490566,ordB_r3,12,10,2,3072,0.8837659380692168,0,"['ukr_rus_suspended', 'election2020', 'ukr_rus']",classification,0,B,3
0.53515625,vision,pretrained,300,ukr_rus_suspended,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,128,0,0.5509433962264151,ordB_r3,1,10,2,256,0.5303955078125,0,"['ukr_rus_suspended', 'election2020', 'ukr_rus']",classification,0,B,3
0.890625,vision,pretrained,300,election2020,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,128,0,0.8939393939393939,ordB_r3,1,10,2,256,0.94677734375,0,"['ukr_rus_suspended', 'election2020', 'ukr_rus']",classification,0,B,3
0.5690104166666666,vision,pretrained,300,twibot20,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,128,0,0.5742765273311897,ordB_r3,12,10,2,3072,0.5942838456895616,0,"['ukr_rus_suspended', 'election2020', 'ukr_rus']",classification,0,B,3
0.74609375,vision,pretrained,300,facebook_page_reference,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe,128,0,0.7475728155339806,ordB_r3,4,10,2,1024,0.8357620239257812,0,"['ukr_rus_suspended', 'election2020', 'ukr_rus']",classification,0,B,3
0.7962239583333334,vision,pretrained,900,covid_political,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,128,0,0.7902144772117963,ordB_r3,12,10,2,3072,0.8696330081151619,0,"['ukr_rus_suspended', 'election2020', 'ukr_rus']",classification,0,B,3
0.54296875,vision,pretrained,900,ukr_rus_suspended,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,128,0,0.5517241379310345,ordB_r3,1,10,2,256,0.543487548828125,0,"['ukr_rus_suspended', 'election2020', 'ukr_rus']",classification,0,B,3
0.86328125,vision,pretrained,900,election2020,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,128,0,0.8638132295719845,ordB_r3,1,10,2,256,0.9296875,0,"['ukr_rus_suspended', 'election2020', 'ukr_rus']",classification,0,B,3
0.5563151041666666,vision,pretrained,900,twibot20,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,128,0,0.5632809996795899,ordB_r3,12,10,2,3072,0.5812695821126302,0,"['ukr_rus_suspended', 'election2020', 'ukr_rus']",classification,0,B,3
0.76953125,vision,pretrained,900,facebook_page_reference,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe,128,0,0.7717601547388782,ordB_r3,4,10,2,1024,0.856597900390625,0,"['ukr_rus_suspended', 'election2020', 'ukr_rus']",classification,0,B,3
0.8587239583333334,vision,pretrained,100,covid_political,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,128,0,0.8527815468113975,ordB_r5,12,10,2,3072,0.9042706974009732,0,"['ukr_rus_suspended', 'election2020', 'ukr_rus', 'facebook_page_reference', 'cp_hk']",classification,0,B,5
0.52734375,vision,pretrained,100,ukr_rus_suspended,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,128,0,0.5217391304347826,ordB_r5,1,10,2,256,0.5428466796875,0,"['ukr_rus_suspended', 'election2020', 'ukr_rus', 'facebook_page_reference', 'cp_hk']",classification,0,B,5
0.94140625,vision,pretrained,100,election2020,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,128,0,0.9416342412451362,ordB_r5,1,10,2,256,0.980712890625,0,"['ukr_rus_suspended', 'election2020', 'ukr_rus', 'facebook_page_reference', 'cp_hk']",classification,0,B,5
0.572265625,vision,pretrained,100,twibot20,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,128,0,0.5694626474442989,ordB_r5,12,10,2,3072,0.5935067070855035,0,"['ukr_rus_suspended', 'election2020', 'ukr_rus', 'facebook_page_reference', 'cp_hk']",classification,0,B,5
0.802734375,vision,pretrained,100,facebook_page_reference,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe,128,0,0.805019305019305,ordB_r5,4,10,2,1024,0.8837356567382812,0,"['ukr_rus_suspended', 'election2020', 'ukr_rus', 'facebook_page_reference', 'cp_hk']",classification,0,B,5
0.8141276041666666,vision,pretrained,2500,covid_political,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,128,0,0.8076793533176153,ordB_r5,12,10,2,3072,0.8774508179729766,0,"['ukr_rus_suspended', 'election2020', 'ukr_rus', 'facebook_page_reference', 'cp_hk']",classification,0,B,5
0.55078125,vision,pretrained,2500,ukr_rus_suspended,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347,128,0,0.5593869731800766,ordB_r5,1,10,2,256,0.55108642578125,0,"['ukr_rus_suspended', 'election2020', 'ukr_rus', 'facebook_page_reference', 'cp_hk']",classification,0,B,5
0.890625,vision,pretrained,2500,election2020,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef,128,0,0.8914728682170543,ordB_r5,1,10,2,256,0.93927001953125,0,"['ukr_rus_suspended', 'election2020', 'ukr_rus', 'facebook_page_reference', 'cp_hk']",classification,0,B,5
0.5651041666666666,vision,pretrained,2500,twibot20,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d,128,0,0.5704180064308682,ordB_r5,12,10,2,3072,0.5857563018798828,0,"['ukr_rus_suspended', 'election2020', 'ukr_rus', 'facebook_page_reference', 'cp_hk']",classification,0,B,5
0.8017578125,vision,pretrained,2500,facebook_page_reference,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe,128,0,0.8053691275167785,ordB_r5,4,10,2,1024,0.8865432739257812,0,"['ukr_rus_suspended', 'election2020', 'ukr_rus', 'facebook_page_reference', 'cp_hk']",classification,0,B,5
0.8528645833333334,vision,pretrained,300,covid_political,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750,128,0,0.8471940500338067,ordB_r5,12,10,2,3072,0.9035874248973711,0,"['ukr_rus_suspended', 'election2020', 'ukr_rus', 'facebook_page_reference', 'cp_hk']",classification,0,B,5
