target,mixture_size,sources,run_id,seed,checkpoint_step,roc_auc_ovr_macro,f1_macro,accuracy
ukr_rus_suspended,1,covid_political,specialist_covid_political_s0,0,100,0.4689848236781182,0.48258766991416047,0.4982984153993406
ukr_rus_suspended,1,covid_political,specialist_covid_political_s0,0,300,0.49398958342624416,0.5000643075060164,0.5087560707575597
ukr_rus_suspended,1,covid_political,specialist_covid_political_s0,0,900,0.4920001610570837,0.49773670513682383,0.5060973448190293
ukr_rus_suspended,1,covid_political,specialist_covid_political_s0,0,2500,0.49614180261389046,0.5032567449925719,0.5112729979793683
ukr_rus_suspended,2,"covid_political,election2020",ladder_k2_covid_political-election2020_s0,0,100,0.4797220930386775,0.4896831340127946,0.4948775213584317
ukr_rus_suspended,2,"covid_political,election2020",ladder_k2_covid_political-election2020_s0,0,300,0.49436505525108465,0.49832872489092284,0.5024992023822185
ukr_rus_suspended,2,"covid_political,election2020",ladder_k2_covid_political-election2020_s0,0,900,0.4928788828473288,0.4998556845802222,0.5123187635151902
ukr_rus_suspended,2,"covid_political,election2020",ladder_k2_covid_political-election2020_s0,0,2500,0.49518424567504105,0.5035288748664277,0.5187883299656139
ukr_rus_suspended,3,"covid_political,election2020,twibot20",ladder_k3_covid_political-election2020-twibot20_s0,0,100,0.481273953139672,0.48792601664647683,0.49053493565883227
ukr_rus_suspended,3,"covid_political,election2020,twibot20",ladder_k3_covid_political-election2020-twibot20_s0,0,300,0.4997981984965276,0.49892278767194415,0.5021447055904144
ukr_rus_suspended,3,"covid_political,election2020,twibot20",ladder_k3_covid_political-election2020-twibot20_s0,0,900,0.49943160427469724,0.5031031908911792,0.5236626608529192
ukr_rus_suspended,3,"covid_political,election2020,twibot20",ladder_k3_covid_political-election2020-twibot20_s0,0,2500,0.4991331345372436,0.5051233926393958,0.5291219114467014
ukr_rus_suspended,4,"covid_political,election2020,twibot20,facebook_page_reference",ladder_k4_covid_political-election2020-twibot20-facebook_page_reference_s0,0,100,0.47790897666001636,0.48981915118392544,0.5001595235563118
ukr_rus_suspended,4,"covid_political,election2020,twibot20,facebook_page_reference",ladder_k4_covid_political-election2020-twibot20-facebook_page_reference_s0,0,300,0.4987647143341372,0.5008479683203438,0.5078875536176397
ukr_rus_suspended,4,"covid_political,election2020,twibot20,facebook_page_reference",ladder_k4_covid_political-election2020-twibot20-facebook_page_reference_s0,0,900,0.4982135344520387,0.5039258576110869,0.5271190045730086
ukr_rus_suspended,4,"covid_political,election2020,twibot20,facebook_page_reference",ladder_k4_covid_political-election2020-twibot20-facebook_page_reference_s0,0,2500,0.49962237780383656,0.5049153242625883,0.5270303803750576
ukr_rus_suspended,5,"covid_political,election2020,twibot20,facebook_page_reference,cora",ladder_k5_covid_political-election2020-twibot20-facebook_page_reference-cora_s0,0,100,0.4892502158773926,0.498043202037295,0.5143571200680633
ukr_rus_suspended,5,"covid_political,election2020,twibot20,facebook_page_reference,cora",ladder_k5_covid_political-election2020-twibot20-facebook_page_reference-cora_s0,0,300,0.48463715384127304,0.49231362464449757,0.49739444858024034
ukr_rus_suspended,5,"covid_political,election2020,twibot20,facebook_page_reference,cora",ladder_k5_covid_political-election2020-twibot20-facebook_page_reference-cora_s0,0,900,0.4995995128109462,0.5008633227856858,0.5150306639724911
ukr_rus_suspended,5,"covid_political,election2020,twibot20,facebook_page_reference,cora",ladder_k5_covid_political-election2020-twibot20-facebook_page_reference-cora_s0,0,2500,0.49619606457280985,0.5024785588203042,0.5258959906412847
ukr_rus_suspended,6,"covid_political,election2020,twibot20,facebook_page_reference,cora,pubmed",loo_ukr_rus_suspended_s0,0,100,0.5051240169087694,0.5065213876046073,0.5171221950441348
ukr_rus_suspended,6,"covid_political,election2020,twibot20,facebook_page_reference,cora,pubmed",loo_ukr_rus_suspended_s0,0,300,0.4819359154409478,0.4920074861406415,0.5037399411535326
ukr_rus_suspended,6,"covid_political,election2020,twibot20,facebook_page_reference,cora,pubmed",loo_ukr_rus_suspended_s0,0,900,0.495768015815127,0.49953875874837356,0.5129568577404374
ukr_rus_suspended,6,"covid_political,election2020,twibot20,facebook_page_reference,cora,pubmed",loo_ukr_rus_suspended_s0,0,2500,0.4970698535747224,0.5009991335429778,0.5189478535219256
election2020,1,covid_political,specialist_covid_political_s0,0,100,0.9805639093221497,0.9516997887090125,0.9518577656123277
election2020,1,covid_political,specialist_covid_political_s0,0,300,0.9817276720750606,0.9735137661030819,0.9736795417680454
election2020,1,covid_political,specialist_covid_political_s0,0,900,0.9812948959719846,0.9745617123357718,0.9747313463098135
election2020,1,covid_political,specialist_covid_political_s0,0,2500,0.9809486587425995,0.973897128147585,0.9740723844282239
election2020,2,"covid_political,ukr_rus_suspended",ladder_k2_covid_political-ukr_rus_suspended_s0,0,100,0.9656693793558657,0.9128078592862616,0.9129536699107867
election2020,2,"covid_political,ukr_rus_suspended",ladder_k2_covid_political-ukr_rus_suspended_s0,0,300,0.9821738287496449,0.9657310991441479,0.9658987226277372
election2020,2,"covid_political,ukr_rus_suspended",ladder_k2_covid_political-ukr_rus_suspended_s0,0,900,0.9818475806428999,0.9728533816097882,0.9730205798864558
election2020,2,"covid_political,ukr_rus_suspended",ladder_k2_covid_political-ukr_rus_suspended_s0,0,2500,0.9818465820590346,0.9738518436242489,0.974021695052717
election2020,3,"covid_political,ukr_rus_suspended,twibot20",ladder_k3_covid_political-ukr_rus_suspended-twibot20_s0,0,100,0.915771829989866,0.8331624774007909,0.8343217761557178
election2020,3,"covid_political,ukr_rus_suspended,twibot20",ladder_k3_covid_political-ukr_rus_suspended-twibot20_s0,0,300,0.9819933105671288,0.960561537039857,0.9607284063260341
election2020,3,"covid_political,ukr_rus_suspended,twibot20",ladder_k3_covid_political-ukr_rus_suspended-twibot20_s0,0,900,0.9822810632820204,0.973935794701242,0.9740977291159773
election2020,3,"covid_political,ukr_rus_suspended,twibot20",ladder_k3_covid_political-ukr_rus_suspended-twibot20_s0,0,2500,0.9821775071307158,0.975954915031172,0.9761126317923763
election2020,4,"covid_political,ukr_rus_suspended,twibot20,facebook_page_reference",ladder_k4_covid_political-ukr_rus_suspended-twibot20-facebook_page_reference_s0,0,100,0.9134975809200869,0.8295879726361621,0.8307861922141119
election2020,4,"covid_political,ukr_rus_suspended,twibot20,facebook_page_reference",ladder_k4_covid_political-ukr_rus_suspended-twibot20-facebook_page_reference_s0,0,300,0.9811003485099689,0.9574041702888392,0.9575856650446066
election2020,4,"covid_political,ukr_rus_suspended,twibot20,facebook_page_reference",ladder_k4_covid_political-ukr_rus_suspended-twibot20-facebook_page_reference_s0,0,900,0.9827790797668792,0.9735423523391052,0.9737048864557989
election2020,4,"covid_political,ukr_rus_suspended,twibot20,facebook_page_reference",ladder_k4_covid_political-ukr_rus_suspended-twibot20-facebook_page_reference_s0,0,2500,0.9826330371188774,0.9751811280845557,0.9753396188158961
election2020,5,"covid_political,ukr_rus_suspended,twibot20,facebook_page_reference,cora",ladder_k5_covid_political-ukr_rus_suspended-twibot20-facebook_page_reference-cora_s0,0,100,0.8898617359681715,0.8031449780597553,0.8045797850770479
election2020,5,"covid_political,ukr_rus_suspended,twibot20,facebook_page_reference,cora",ladder_k5_covid_political-ukr_rus_suspended-twibot20-facebook_page_reference-cora_s0,0,300,0.9694809003115826,0.922498279811364,0.9227367193836172
election2020,5,"covid_political,ukr_rus_suspended,twibot20,facebook_page_reference,cora",ladder_k5_covid_political-ukr_rus_suspended-twibot20-facebook_page_reference-cora_s0,0,900,0.9823155300938673,0.9642437486106998,0.9644160583941606
election2020,5,"covid_political,ukr_rus_suspended,twibot20,facebook_page_reference,cora",ladder_k5_covid_political-ukr_rus_suspended-twibot20-facebook_page_reference-cora_s0,0,2500,0.9827515762279638,0.9726914784299221,0.9728558394160584
election2020,6,"covid_political,ukr_rus_suspended,twibot20,facebook_page_reference,cora,pubmed",loo_election2020_s0,0,100,0.8894781951217237,0.805116847569633,0.8062905515004055
election2020,6,"covid_political,ukr_rus_suspended,twibot20,facebook_page_reference,cora,pubmed",loo_election2020_s0,0,300,0.9326864250112236,0.8551186977288305,0.8560675182481752
election2020,6,"covid_political,ukr_rus_suspended,twibot20,facebook_page_reference,cora,pubmed",loo_election2020_s0,0,900,0.9806863400330611,0.9517020097623083,0.9518704379562044
election2020,6,"covid_political,ukr_rus_suspended,twibot20,facebook_page_reference,cora,pubmed",loo_election2020_s0,0,2500,0.9830053386470874,0.9691571226954507,0.9693202554744526
twibot20,1,covid_political,specialist_covid_political_s0,0,100,0.5067248629793629,0.5054603552929227,0.5069456208707437
twibot20,1,covid_political,specialist_covid_political_s0,0,300,0.4944360942529716,0.4876434674151311,0.4936472979840759
twibot20,1,covid_political,specialist_covid_political_s0,0,900,0.4997275537387819,0.4873082998265409,0.4922920548873454
twibot20,1,covid_political,specialist_covid_political_s0,0,2500,0.5063190870023069,0.49654451811864286,0.5000847026935457
twibot20,2,"covid_political,ukr_rus_suspended",ladder_k2_covid_political-ukr_rus_suspended_s0,0,100,0.515729635020008,0.5079772629072962,0.5081314585803829
twibot20,2,"covid_political,ukr_rus_suspended",ladder_k2_covid_political-ukr_rus_suspended_s0,0,300,0.5059833927297589,0.5028198528420882,0.5129595121124851
twibot20,2,"covid_political,ukr_rus_suspended",ladder_k2_covid_political-ukr_rus_suspended_s0,0,900,0.5384501672408278,0.5175395579966,0.52651194307979
twibot20,2,"covid_political,ukr_rus_suspended",ladder_k2_covid_political-ukr_rus_suspended_s0,0,2500,0.5309968325686721,0.5162325890367624,0.5182957818058614
twibot20,3,"covid_political,ukr_rus_suspended,election2020",ladder_k3_covid_political-ukr_rus_suspended-election2020_s0,0,100,0.4784748261137692,0.48381336561272004,0.4966118922581738
twibot20,3,"covid_political,ukr_rus_suspended,election2020",ladder_k3_covid_political-ukr_rus_suspended-election2020_s0,0,300,0.5298028845920371,0.5022773169190304,0.5022869727257326
twibot20,3,"covid_political,ukr_rus_suspended,election2020",ladder_k3_covid_political-ukr_rus_suspended-election2020_s0,0,900,0.5396314219958787,0.5172093188474627,0.5202439437574115
twibot20,3,"covid_political,ukr_rus_suspended,election2020",ladder_k3_covid_political-ukr_rus_suspended-election2020_s0,0,2500,0.5277115127636086,0.511109832076193,0.5249025919024225
twibot20,4,"covid_political,ukr_rus_suspended,election2020,facebook_page_reference",ladder_k4_covid_political-ukr_rus_suspended-election2020-facebook_page_reference_s0,0,100,0.4940476351452246,0.49707103533374475,0.5085549720481112
twibot20,4,"covid_political,ukr_rus_suspended,election2020,facebook_page_reference",ladder_k4_covid_political-ukr_rus_suspended-election2020-facebook_page_reference_s0,0,300,0.5426384360113181,0.5185992084910626,0.5209215653057767
twibot20,4,"covid_political,ukr_rus_suspended,election2020,facebook_page_reference",ladder_k4_covid_political-ukr_rus_suspended-election2020-facebook_page_reference_s0,0,900,0.5399559788025236,0.5214817313679516,0.523801456886329
twibot20,4,"covid_political,ukr_rus_suspended,election2020,facebook_page_reference",ladder_k4_covid_political-ukr_rus_suspended-election2020-facebook_page_reference_s0,0,2500,0.5215652309600731,0.5101419173606613,0.5150770794511266
twibot20,5,"covid_political,ukr_rus_suspended,election2020,facebook_page_reference,cora",ladder_k5_covid_political-ukr_rus_suspended-election2020-facebook_page_reference-cora_s0,0,100,0.48611283043923526,0.49101495596678246,0.49712010841944776
twibot20,5,"covid_political,ukr_rus_suspended,election2020,facebook_page_reference,cora",ladder_k5_covid_political-ukr_rus_suspended-election2020-facebook_page_reference-cora_s0,0,300,0.53354537847072,0.5145833419440347,0.5146535659833983
twibot20,5,"covid_political,ukr_rus_suspended,election2020,facebook_page_reference,cora",ladder_k5_covid_political-ukr_rus_suspended-election2020-facebook_page_reference-cora_s0,0,900,0.5572915607989466,0.5234599656486532,0.5234626461121463
twibot20,5,"covid_political,ukr_rus_suspended,election2020,facebook_page_reference,cora",ladder_k5_covid_political-ukr_rus_suspended-election2020-facebook_page_reference-cora_s0,0,2500,0.5454357574245968,0.5217679197459862,0.5217685922412333
twibot20,6,"covid_political,ukr_rus_suspended,election2020,facebook_page_reference,cora,pubmed",loo_twibot20_s0,0,100,0.4849796877921132,0.4908396962320798,0.4955954599356259
twibot20,6,"covid_political,ukr_rus_suspended,election2020,facebook_page_reference,cora,pubmed",loo_twibot20_s0,0,300,0.5164572343264375,0.5103966750963148,0.5113501609351178
twibot20,6,"covid_political,ukr_rus_suspended,election2020,facebook_page_reference,cora,pubmed",loo_twibot20_s0,0,900,0.5518788105291101,0.5233040389695103,0.5233779434186007
twibot20,6,"covid_political,ukr_rus_suspended,election2020,facebook_page_reference,cora,pubmed",loo_twibot20_s0,0,2500,0.5563493108278589,0.5232764813777817,0.523293240725055
facebook_page_reference,1,covid_political,specialist_covid_political_s0,0,100,0.7098125578091181,0.09741912365372964,0.15568477258114113
facebook_page_reference,1,covid_political,specialist_covid_political_s0,0,300,0.7838856931926741,0.13414705302947988,0.18771257909107006
facebook_page_reference,1,covid_political,specialist_covid_political_s0,0,900,0.7897775569526281,0.153282826552206,0.19515808895473988
facebook_page_reference,1,covid_political,specialist_covid_political_s0,0,2500,0.78565735133688,0.16827352504856652,0.19741317454548843
facebook_page_reference,2,"covid_political,ukr_rus_suspended",ladder_k2_covid_political-ukr_rus_suspended_s0,0,100,0.6995004271485573,0.09993698427781991,0.1571291455834801
facebook_page_reference,2,"covid_political,ukr_rus_suspended",ladder_k2_covid_political-ukr_rus_suspended_s0,0,300,0.7655390022205396,0.12260534397510622,0.17657692916981169
facebook_page_reference,2,"covid_political,ukr_rus_suspended",ladder_k2_covid_political-ukr_rus_suspended_s0,0,900,0.797189079345904,0.16286584303610868,0.19986394938171517
facebook_page_reference,2,"covid_political,ukr_rus_suspended",ladder_k2_covid_political-ukr_rus_suspended_s0,0,2500,0.7874173515220939,0.17513108311044753,0.20029260201466736
facebook_page_reference,3,"covid_political,ukr_rus_suspended,election2020",ladder_k3_covid_political-ukr_rus_suspended-election2020_s0,0,100,0.7173881790164205,0.10539783646758276,0.18878421067345055
facebook_page_reference,3,"covid_political,ukr_rus_suspended,election2020",ladder_k3_covid_political-ukr_rus_suspended-election2020_s0,0,300,0.7273950871523066,0.11263688523747817,0.16980235386206705
facebook_page_reference,3,"covid_political,ukr_rus_suspended,election2020",ladder_k3_covid_political-ukr_rus_suspended-election2020_s0,0,900,0.782599306943852,0.14613516372165247,0.1925954916925256
facebook_page_reference,3,"covid_political,ukr_rus_suspended,election2020",ladder_k3_covid_political-ukr_rus_suspended-election2020_s0,0,2500,0.7888530637833077,0.172541977586398,0.20511960340312915
facebook_page_reference,4,"covid_political,ukr_rus_suspended,election2020,twibot20",ladder_k4_covid_political-ukr_rus_suspended-election2020-twibot20_s0,0,100,0.763693944370306,0.13260375546188563,0.20573462674606058
facebook_page_reference,4,"covid_political,ukr_rus_suspended,election2020,twibot20",ladder_k4_covid_political-ukr_rus_suspended-election2020-twibot20_s0,0,300,0.7376836197791108,0.11180689409822714,0.1643696476661728
facebook_page_reference,4,"covid_political,ukr_rus_suspended,election2020,twibot20",ladder_k4_covid_political-ukr_rus_suspended-election2020-twibot20_s0,0,900,0.7818185952640546,0.15410192585274227,0.19396531641087286
facebook_page_reference,4,"covid_political,ukr_rus_suspended,election2020,twibot20",ladder_k4_covid_political-ukr_rus_suspended-election2020-twibot20_s0,0,2500,0.7925768084425819,0.17671409938597468,0.21226692013083223
facebook_page_reference,5,"covid_political,ukr_rus_suspended,election2020,twibot20,cora",ladder_k5_covid_political-ukr_rus_suspended-election2020-twibot20-cora_s0,0,100,0.7937959928219246,0.15241887551960245,0.2178673599657078
facebook_page_reference,5,"covid_political,ukr_rus_suspended,election2020,twibot20,cora",ladder_k5_covid_political-ukr_rus_suspended-election2020-twibot20-cora_s0,0,300,0.7535783247900881,0.11835649211777403,0.18143188616477035
facebook_page_reference,5,"covid_political,ukr_rus_suspended,election2020,twibot20,cora",ladder_k5_covid_political-ukr_rus_suspended-election2020-twibot20-cora_s0,0,900,0.77727272760574,0.1519875871726201,0.19413305004985418
facebook_page_reference,5,"covid_political,ukr_rus_suspended,election2020,twibot20,cora",ladder_k5_covid_political-ukr_rus_suspended-election2020-twibot20-cora_s0,0,2500,0.7907479774981493,0.17117911621439685,0.20566939699756787
facebook_page_reference,6,"covid_political,ukr_rus_suspended,election2020,twibot20,cora,pubmed",loo_facebook_page_reference_s0,0,100,0.8006752145580868,0.16426658697053392,0.22401759339502203
facebook_page_reference,6,"covid_political,ukr_rus_suspended,election2020,twibot20,cora,pubmed",loo_facebook_page_reference_s0,0,300,0.7544923267837179,0.1163307381380189,0.18404107610447942
facebook_page_reference,6,"covid_political,ukr_rus_suspended,election2020,twibot20,cora,pubmed",loo_facebook_page_reference_s0,0,900,0.7625351886844262,0.139324990034147,0.18331423033556046
facebook_page_reference,6,"covid_political,ukr_rus_suspended,election2020,twibot20,cora,pubmed",loo_facebook_page_reference_s0,0,2500,0.7860631785658457,0.16964334673987483,0.2083344981502707
cora,1,covid_political,specialist_covid_political_s0,0,100,0.8232142019242998,0.5474229498967496,0.5705079605761941
cora,1,covid_political,specialist_covid_political_s0,0,300,0.8495975442721715,0.5138524972389142,0.5390447308567097
cora,1,covid_political,specialist_covid_political_s0,0,900,0.8837321217108496,0.6027331206820306,0.6239575435936315
cora,1,covid_political,specialist_covid_political_s0,0,2500,0.899371721589013,0.6469408693242574,0.6690674753601213
cora,2,"covid_political,ukr_rus_suspended",ladder_k2_covid_political-ukr_rus_suspended_s0,0,100,0.8588934162182014,0.5645311025889609,0.5898407884761183
cora,2,"covid_political,ukr_rus_suspended",ladder_k2_covid_political-ukr_rus_suspended_s0,0,300,0.8426653163355172,0.5207211332005913,0.5519332827899924
cora,2,"covid_political,ukr_rus_suspended",ladder_k2_covid_political-ukr_rus_suspended_s0,0,900,0.8977317694991859,0.5960100358014461,0.6167551175132676
cora,2,"covid_political,ukr_rus_suspended",ladder_k2_covid_political-ukr_rus_suspended_s0,0,2500,0.9242218082308643,0.6930812287431714,0.7069749810462471
cora,3,"covid_political,ukr_rus_suspended,election2020",ladder_k3_covid_political-ukr_rus_suspended-election2020_s0,0,100,0.87081509957882,0.5668878434615549,0.5887035633055345
cora,3,"covid_political,ukr_rus_suspended,election2020",ladder_k3_covid_political-ukr_rus_suspended-election2020_s0,0,300,0.8304398511028838,0.4769430909317701,0.513267626990144
cora,3,"covid_political,ukr_rus_suspended,election2020",ladder_k3_covid_political-ukr_rus_suspended-election2020_s0,0,900,0.8672892446233164,0.5567983227033236,0.5758150113722517
cora,3,"covid_political,ukr_rus_suspended,election2020",ladder_k3_covid_political-ukr_rus_suspended-election2020_s0,0,2500,0.8932368568630654,0.6305201064171425,0.6474601971190296
cora,4,"covid_political,ukr_rus_suspended,election2020,twibot20",ladder_k4_covid_political-ukr_rus_suspended-election2020-twibot20_s0,0,100,0.8976829083739167,0.6075824890039965,0.6383623957543594
cora,4,"covid_political,ukr_rus_suspended,election2020,twibot20",ladder_k4_covid_political-ukr_rus_suspended-election2020-twibot20_s0,0,300,0.8403612576452621,0.4906142517192261,0.5420773313115997
cora,4,"covid_political,ukr_rus_suspended,election2020,twibot20",ladder_k4_covid_political-ukr_rus_suspended-election2020-twibot20_s0,0,900,0.8777126867392304,0.5680305956340809,0.604245640636846
cora,4,"covid_political,ukr_rus_suspended,election2020,twibot20",ladder_k4_covid_political-ukr_rus_suspended-election2020-twibot20_s0,0,2500,0.9115656673967681,0.6408317997078353,0.6633813495072024
cora,5,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference",ladder_k5_covid_political-ukr_rus_suspended-election2020-twibot20-facebook_page_reference_s0,0,100,0.9170548811894124,0.6435267856965426,0.6743745261561789
cora,5,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference",ladder_k5_covid_political-ukr_rus_suspended-election2020-twibot20-facebook_page_reference_s0,0,300,0.8671456618273287,0.5356698008383949,0.5837755875663382
cora,5,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference",ladder_k5_covid_political-ukr_rus_suspended-election2020-twibot20-facebook_page_reference_s0,0,900,0.9069187634938728,0.6163474520650755,0.6497346474601972
cora,5,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference",ladder_k5_covid_political-ukr_rus_suspended-election2020-twibot20-facebook_page_reference_s0,0,2500,0.9303104456806504,0.6805419239741681,0.699393479909022
cora,6,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,pubmed",loo_cora_s0,0,100,0.9084589095822697,0.6555680845906394,0.6830932524639879
cora,6,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,pubmed",loo_cora_s0,0,300,0.8746036663578602,0.5434527772608347,0.5693707354056103
cora,6,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,pubmed",loo_cora_s0,0,900,0.9070439085743713,0.6196033203294039,0.650871872630781
cora,6,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,pubmed",loo_cora_s0,0,2500,0.9282704529609633,0.675483154776192,0.7047005307050797
pubmed,1,covid_political,specialist_covid_political_s0,0,100,0.8169436434526087,0.6592867414441902,0.6631787473967593
pubmed,1,covid_political,specialist_covid_political_s0,0,300,0.7855994247460227,0.596499751821395,0.5964341951541626
pubmed,1,covid_political,specialist_covid_political_s0,0,900,0.8238616050119433,0.6620662070500799,0.6583532280184894
pubmed,1,covid_political,specialist_covid_political_s0,0,2500,0.8459912519176186,0.6903810139752874,0.6881190633412912
pubmed,2,"covid_political,ukr_rus_suspended",ladder_k2_covid_political-ukr_rus_suspended_s0,0,100,0.8524669892095001,0.6944620723857479,0.6972621526895921
pubmed,2,"covid_political,ukr_rus_suspended",ladder_k2_covid_political-ukr_rus_suspended_s0,0,300,0.8117453115627655,0.6686900603948719,0.6716615025143495
pubmed,2,"covid_political,ukr_rus_suspended",ladder_k2_covid_political-ukr_rus_suspended_s0,0,900,0.8234176840795974,0.6479595316080139,0.6492101386701884
pubmed,2,"covid_political,ukr_rus_suspended",ladder_k2_covid_political-ukr_rus_suspended_s0,0,2500,0.8738569692170217,0.7275461538708198,0.7315487377457205
pubmed,3,"covid_political,ukr_rus_suspended,election2020",ladder_k3_covid_political-ukr_rus_suspended-election2020_s0,0,100,0.8400486287374105,0.7094489755080674,0.7176817189007975
pubmed,3,"covid_political,ukr_rus_suspended,election2020",ladder_k3_covid_political-ukr_rus_suspended-election2020_s0,0,300,0.7373636010189794,0.5300041630342173,0.5334992634733581
pubmed,3,"covid_political,ukr_rus_suspended,election2020",ladder_k3_covid_political-ukr_rus_suspended-election2020_s0,0,900,0.7459972203698456,0.5710354296401431,0.5640270229085184
pubmed,3,"covid_political,ukr_rus_suspended,election2020",ladder_k3_covid_political-ukr_rus_suspended-election2020_s0,0,2500,0.8129969707883108,0.6436915489661689,0.6431147457713212
pubmed,4,"covid_political,ukr_rus_suspended,election2020,twibot20",ladder_k4_covid_political-ukr_rus_suspended-election2020-twibot20_s0,0,100,0.8816585596966231,0.7667321650580842,0.7736577436887286
pubmed,4,"covid_political,ukr_rus_suspended,election2020,twibot20",ladder_k4_covid_political-ukr_rus_suspended-election2020-twibot20_s0,0,300,0.7611818835127288,0.5786335073247604,0.5789099405699193
